orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
2442,2024-11-24,2024-12-03,Pending,555,3644.86,Debit Card
2443,2024-10-24,2024-11-04,Delivered,806,3047.31,Debit Card
2444,2023-09-15,2023-09-26,Cancelled,171,2540.61,Debit Card
2445,2023-05-10,2023-05-13,Processing,76,3019.0,Bank Transfer
2446,2023-11-02,2023-11-06,Pending,926,2091.44,Debit Card
2447,2023-11-03,2023-11-11,Shipped,323,2461.75,Credit Card
2448,2023-08-09,2023-08-18,Processing,461,4332.73,PayPal
2449,2024-10-26,2024-11-02,Cancelled,251,754.46,PayPal
2450,2024-03-25,2024-04-01,Cancelled,409,2358.43,Debit Card
2451,2024-01-16,2024-01-22,Cancelled,134,2108.21,Credit Card
2452,2023-09-09,2023-09-14,Shipped,303,1901.48,Bank Transfer
2453,2024-04-21,2024-04-30,Cancelled,80,3011.27,Bank Transfer
2454,2024-06-08,2024-06-19,Cancelled,42,4673.19,Debit Card
2455,2023-03-11,2023-03-19,Delivered,199,1586.19,PayPal
2456,2023-01-12,2023-01-16,Processing,763,3569.97,Bank Transfer
2457,2023-03-03,2023-03-06,Pending,224,3171.84,Bank Transfer
2458,2023-01-25,2023-02-04,Cancelled,343,4002.63,Debit Card
2459,2023-12-22,2024-01-03,Delivered,292,1871.44,Credit Card
2460,2024-03-24,2024-04-03,Cancelled,782,2594.16,Credit Card
2461,2023-06-07,2023-06-16,Delivered,677,3585.64,Bank Transfer
2462,2023-05-28,2023-06-02,Processing,96,3103.53,Bank Transfer
2463,2024-02-08,2024-02-14,Shipped,46,1549.41,PayPal
2464,2023-07-19,2023-07-28,Pending,199,2117.07,PayPal
2465,2024-03-13,2024-03-24,Pending,262,4952.61,PayPal
2466,2023-01-01,2023-01-05,Processing,880,235.43,Debit Card
2467,2023-03-09,2023-03-15,Cancelled,938,4906.93,Debit Card
2468,2023-04-27,2023-05-01,Cancelled,832,4502.06,Bank Transfer
2469,2024-04-25,2024-05-02,Pending,572,2762.23,Bank Transfer
2470,2024-10-08,2024-10-21,Delivered,540,820.21,Bank Transfer
2471,2024-08-31,2024-09-06,Processing,835,160.01,Debit Card
2472,2023-10-06,2023-10-14,Pending,308,2519.43,Debit Card
2473,2023-02-22,2023-03-06,Delivered,821,4322.47,Credit Card
2474,2023-06-01,2023-06-12,Processing,865,3928.21,PayPal
2475,2024-04-20,2024-04-25,Shipped,715,2733.94,Bank Transfer
2476,2024-02-27,2024-03-12,Cancelled,430,2854.54,Bank Transfer
2477,2023-03-25,2023-03-31,Processing,639,2431.81,Credit Card
2478,2023-11-18,2023-11-21,Cancelled,416,4084.55,PayPal
2479,2024-02-29,2024-03-10,Shipped,342,4691.09,Credit Card
2480,2023-11-12,2023-11-18,Cancelled,901,4989.1,Debit Card
2481,2024-08-25,2024-08-31,Cancelled,441,4254.78,Bank Transfer
2482,2023-09-07,2023-09-19,Processing,345,838.0,Bank Transfer
2483,2024-08-30,2024-09-08,Shipped,104,456.37,Credit Card
2484,2023-06-03,2023-06-14,Cancelled,505,4488.08,PayPal
2485,2023-02-22,2023-02-25,Cancelled,182,211.79,Bank Transfer
2486,2024-01-11,2024-01-24,Delivered,683,2881.39,Credit Card
2487,2023-06-19,2023-06-26,Delivered,103,242.76,Credit Card
2488,2023-02-10,2023-02-22,Shipped,842,4616.63,PayPal
2489,2024-02-05,2024-02-15,Shipped,274,2987.18,Credit Card
2490,2024-09-19,2024-09-26,Processing,67,2338.57,Bank Transfer
2491,2023-06-11,2023-06-24,Pending,99,2507.26,PayPal
2492,2024-12-06,2024-12-13,Shipped,403,4268.17,PayPal
2493,2024-12-12,2024-12-22,Cancelled,368,4760.94,Bank Transfer
2494,2023-10-28,2023-11-10,Cancelled,429,4044.48,PayPal
2495,2023-11-13,2023-11-26,Delivered,216,1241.37,PayPal
2496,2024-12-21,2024-12-26,Shipped,82,340.8,Credit Card
2497,2023-06-01,2023-06-05,Cancelled,130,789.17,Credit Card
2498,2023-10-17,2023-10-25,Delivered,594,1234.31,Debit Card
2499,2024-03-21,2024-03-30,Shipped,953,3239.34,Bank Transfer
2500,2024-12-27,2025-01-02,Cancelled,672,217.49,PayPal
2501,2024-02-05,2024-02-11,Delivered,68,292.12,Bank Transfer
2502,2024-02-03,2024-02-08,Cancelled,475,3308.73,Debit Card
2503,2024-12-27,2025-01-04,Cancelled,137,4088.12,Debit Card
2504,2024-11-05,2024-11-13,Pending,889,3514.28,Credit Card
2505,2023-06-18,2023-06-25,Cancelled,96,2460.13,Bank Transfer
2506,2023-06-01,2023-06-04,Processing,246,2588.28,Debit Card
2507,2023-10-12,2023-10-18,Processing,428,240.32,Credit Card
2508,2024-10-08,2024-10-16,Delivered,820,3093.64,Bank Transfer
2509,2023-01-03,2023-01-07,Cancelled,791,4130.4,PayPal
2510,2023-08-05,2023-08-10,Delivered,697,3310.39,Bank Transfer
2511,2024-06-27,2024-07-06,Pending,605,3081.7,PayPal
2512,2024-03-21,2024-04-04,Shipped,466,4822.51,Bank Transfer
2513,2024-07-05,2024-07-15,Shipped,292,1696.4,Debit Card
2514,2024-08-26,2024-09-08,Shipped,486,4156.29,Debit Card
2515,2024-04-19,2024-05-01,Pending,237,4619.29,PayPal
2516,2024-04-05,2024-04-12,Delivered,913,3277.67,Credit Card
2517,2023-08-23,2023-09-05,Pending,261,2004.32,Credit Card
2518,2024-06-27,2024-07-03,Shipped,228,4762.44,Debit Card
2519,2023-09-02,2023-09-11,Shipped,441,286.43,Credit Card
2520,2023-10-08,2023-10-19,Pending,963,2112.94,Bank Transfer
2521,2024-09-06,2024-09-19,Shipped,509,4944.9,PayPal
2522,2024-06-30,2024-07-13,Pending,295,3909.39,PayPal
2523,2024-02-03,2024-02-14,Delivered,182,2748.06,PayPal
2524,2023-01-15,2023-01-28,Cancelled,82,1677.44,PayPal
2525,2024-05-06,2024-05-09,Shipped,133,4658.86,Bank Transfer
2526,2023-06-23,2023-07-06,Delivered,688,1322.61,PayPal
2527,2024-03-12,2024-03-18,Processing,371,533.14,Bank Transfer
2528,2023-11-13,2023-11-24,Pending,655,389.52,PayPal
2529,2023-05-05,2023-05-08,Processing,68,3904.39,Bank Transfer
2530,2023-07-03,2023-07-07,Cancelled,346,651.12,Debit Card
2531,2024-06-07,2024-06-11,Cancelled,685,3091.11,Credit Card
2532,2023-12-31,2024-01-04,Delivered,181,1970.01,PayPal
2533,2024-07-12,2024-07-19,Shipped,933,4573.71,Credit Card
2534,2023-03-06,2023-03-11,Processing,351,843.68,PayPal
2535,2024-05-05,2024-05-18,Delivered,31,1733.89,Debit Card
2536,2024-03-18,2024-03-22,Pending,795,4068.46,PayPal
2537,2023-06-21,2023-06-27,Pending,653,2442.94,Credit Card
2538,2023-08-21,2023-09-03,Cancelled,571,3865.65,Debit Card
2539,2023-11-26,2023-12-09,Delivered,204,4504.85,Credit Card
2540,2024-04-08,2024-04-14,Shipped,585,1809.34,Bank Transfer
2541,2024-10-26,2024-11-03,Cancelled,768,4195.72,Bank Transfer
2542,2024-04-19,2024-04-23,Processing,864,525.09,Credit Card
2543,2024-08-30,2024-09-04,Cancelled,507,2790.25,Bank Transfer
2544,2023-05-03,2023-05-15,Shipped,806,4184.37,Bank Transfer
2545,2023-09-09,2023-09-16,Pending,842,2156.92,Credit Card
2546,2023-04-20,2023-04-23,Delivered,681,4822.19,PayPal
2547,2024-12-13,2024-12-20,Cancelled,157,1439.31,Debit Card
2548,2023-03-18,2023-03-29,Delivered,77,2516.52,Bank Transfer
2549,2024-02-21,2024-02-24,Shipped,292,1672.38,Credit Card
2550,2023-05-21,2023-06-01,Pending,614,4265.27,Bank Transfer
2551,2023-04-27,2023-05-01,Delivered,787,1702.24,Credit Card
2552,2023-07-07,2023-07-19,Processing,597,4011.84,PayPal
2553,2023-02-20,2023-02-27,Delivered,862,3815.14,Credit Card
2554,2024-12-30,2025-01-10,Pending,892,3467.89,Bank Transfer
2555,2024-07-19,2024-08-01,Delivered,103,4481.86,Credit Card
2556,2023-11-16,2023-11-25,Shipped,674,1699.67,Credit Card
2557,2023-05-21,2023-05-25,Shipped,972,4726.25,Credit Card
2558,2023-04-20,2023-04-30,Shipped,481,4057.03,Debit Card
2559,2024-07-08,2024-07-12,Delivered,163,2974.73,PayPal
2560,2023-03-25,2023-04-02,Processing,190,3260.0,Credit Card
2561,2024-10-07,2024-10-10,Cancelled,224,3657.31,PayPal
2562,2023-06-23,2023-07-07,Pending,245,4948.75,Credit Card
2563,2024-11-28,2024-12-09,Delivered,591,3983.57,PayPal
2564,2024-05-19,2024-05-30,Processing,61,2177.13,Debit Card
2565,2023-07-17,2023-07-28,Delivered,353,724.24,Debit Card
2566,2024-08-15,2024-08-22,Delivered,256,3101.1,Credit Card
2567,2024-12-24,2025-01-02,Delivered,664,3046.02,Credit Card
2568,2023-04-28,2023-05-07,Pending,196,3746.59,PayPal
2569,2024-08-13,2024-08-18,Pending,123,4837.51,PayPal
2570,2023-05-16,2023-05-30,Shipped,237,4990.82,Credit Card
2571,2023-03-15,2023-03-28,Cancelled,137,4827.84,Bank Transfer
2572,2023-04-26,2023-05-08,Shipped,668,1090.51,Credit Card
2573,2024-12-13,2024-12-16,Cancelled,110,1739.72,Debit Card
2574,2023-05-28,2023-06-02,Shipped,890,1875.35,Debit Card
2575,2024-01-23,2024-02-05,Pending,697,1411.57,PayPal
2576,2024-10-12,2024-10-17,Processing,399,1798.23,PayPal
2577,2024-05-16,2024-05-26,Delivered,448,292.22,Credit Card
2578,2024-03-19,2024-03-29,Processing,63,3917.9,Credit Card
2579,2024-04-14,2024-04-25,Delivered,209,2096.35,Bank Transfer
2580,2023-05-25,2023-06-01,Delivered,182,2159.45,Credit Card
2581,2024-04-29,2024-05-10,Shipped,601,2299.42,Bank Transfer
2582,2024-10-21,2024-10-27,Cancelled,206,3457.73,Bank Transfer
2583,2024-05-03,2024-05-12,Delivered,165,2427.73,Debit Card
2584,2023-05-17,2023-05-20,Processing,661,2455.22,PayPal
2585,2024-07-18,2024-07-29,Processing,113,1375.0,Bank Transfer
2586,2024-06-18,2024-06-25,Shipped,279,4316.91,Bank Transfer
2587,2024-02-18,2024-02-21,Shipped,581,4787.91,Credit Card
2588,2023-09-05,2023-09-12,Delivered,830,1259.26,PayPal
2589,2024-10-04,2024-10-14,Pending,4,788.03,Credit Card
2590,2023-12-02,2023-12-16,Pending,430,2861.36,Credit Card
2591,2024-05-07,2024-05-13,Processing,112,3676.46,Debit Card
2592,2023-09-15,2023-09-29,Delivered,601,1037.36,Debit Card
2593,2024-11-16,2024-11-28,Pending,578,1816.59,Debit Card
2594,2024-04-28,2024-05-10,Processing,912,1262.18,Credit Card
2595,2023-12-11,2023-12-19,Cancelled,778,1243.78,Bank Transfer
2596,2024-05-19,2024-05-25,Cancelled,981,2834.05,Credit Card
2597,2023-04-16,2023-04-28,Processing,237,2083.14,Credit Card
2598,2023-07-29,2023-08-08,Cancelled,548,4979.98,Credit Card
2599,2023-04-16,2023-04-29,Pending,452,3606.23,PayPal
2600,2023-08-08,2023-08-14,Delivered,100,231.25,Credit Card
2601,2024-08-24,2024-09-02,Shipped,288,3232.95,Debit Card
2602,2023-08-03,2023-08-07,Delivered,946,1221.71,Credit Card
2603,2023-04-06,2023-04-13,Pending,550,3744.77,PayPal
2604,2023-02-15,2023-02-25,Delivered,555,876.84,Credit Card
2605,2024-05-16,2024-05-22,Cancelled,909,1687.18,Credit Card
2606,2024-05-30,2024-06-11,Processing,948,2899.59,Credit Card
2607,2024-03-13,2024-03-27,Delivered,958,1816.65,Debit Card
2608,2024-07-23,2024-08-06,Processing,28,3707.56,Credit Card
2609,2024-11-14,2024-11-21,Processing,177,4120.45,PayPal
2610,2023-02-16,2023-03-02,Processing,201,4145.02,PayPal
2611,2023-05-16,2023-05-23,Cancelled,63,3325.22,PayPal
2612,2024-09-25,2024-09-30,Shipped,121,3642.43,PayPal
2613,2024-01-11,2024-01-24,Delivered,855,3449.46,PayPal
2614,2024-12-05,2024-12-09,Processing,486,1921.53,PayPal
2615,2024-01-19,2024-01-22,Pending,180,3437.98,Debit Card
2616,2023-04-22,2023-04-26,Processing,217,412.4,Debit Card
2617,2023-04-22,2023-05-01,Processing,717,4072.37,Bank Transfer
2618,2024-12-31,2025-01-11,Pending,906,3401.85,Bank Transfer
2619,2024-04-08,2024-04-13,Pending,546,3319.56,PayPal
2620,2024-04-04,2024-04-13,Processing,626,4191.62,Debit Card
2621,2023-10-13,2023-10-21,Delivered,621,1110.03,Credit Card
2622,2023-07-20,2023-07-29,Delivered,385,3874.16,Debit Card
2623,2023-04-04,2023-04-16,Shipped,816,3487.86,Credit Card
2624,2023-08-24,2023-09-07,Pending,973,4293.02,Debit Card
2625,2024-02-09,2024-02-22,Pending,730,3701.18,PayPal
2626,2023-02-24,2023-03-07,Processing,552,4385.21,PayPal
2627,2023-09-04,2023-09-07,Pending,879,3054.16,Credit Card
2628,2023-09-05,2023-09-16,Pending,86,1728.6,Credit Card
2629,2023-09-23,2023-09-30,Delivered,563,724.09,PayPal
2630,2023-02-15,2023-02-24,Cancelled,871,4197.61,PayPal
2631,2023-08-14,2023-08-28,Shipped,531,781.72,Debit Card
2632,2023-03-15,2023-03-24,Pending,83,3701.82,Bank Transfer
2633,2024-04-16,2024-04-21,Delivered,868,1721.52,Credit Card
2634,2023-01-12,2023-01-15,Shipped,884,4057.51,Credit Card
2635,2023-03-27,2023-04-04,Processing,776,3723.88,Credit Card
2636,2023-03-26,2023-04-09,Processing,493,4767.79,Credit Card
2637,2024-03-25,2024-04-05,Delivered,59,3947.96,Credit Card
2638,2023-06-03,2023-06-11,Delivered,389,3377.28,Bank Transfer
2639,2023-10-27,2023-11-03,Processing,88,2751.59,PayPal
2640,2024-09-06,2024-09-19,Pending,553,2410.05,Debit Card
2641,2024-06-18,2024-06-22,Processing,180,4130.57,Bank Transfer
2642,2024-05-28,2024-06-09,Shipped,322,1928.25,Credit Card
2643,2024-06-03,2024-06-12,Cancelled,27,268.52,Credit Card
2644,2023-01-03,2023-01-16,Delivered,908,1265.78,Bank Transfer
2645,2024-10-13,2024-10-21,Shipped,371,3633.3,Bank Transfer
2646,2024-06-26,2024-07-01,Cancelled,387,2836.86,PayPal
2647,2024-02-27,2024-03-03,Delivered,524,1177.83,Bank Transfer
2648,2024-01-14,2024-01-27,Shipped,375,1585.13,PayPal
2649,2024-08-13,2024-08-22,Shipped,566,3585.73,Debit Card
2650,2023-02-24,2023-03-05,Processing,247,2080.41,Debit Card
2651,2024-09-24,2024-10-02,Shipped,791,3140.77,PayPal
2652,2023-05-09,2023-05-13,Shipped,275,4019.87,Credit Card
2653,2024-02-06,2024-02-13,Pending,128,4456.51,Credit Card
2654,2023-09-25,2023-10-08,Delivered,986,4291.88,PayPal
2655,2024-07-14,2024-07-24,Cancelled,902,4657.95,PayPal
2656,2024-01-23,2024-02-06,Processing,542,3256.33,Debit Card
2657,2023-10-02,2023-10-08,Processing,690,374.38,Debit Card
2658,2024-09-25,2024-10-08,Delivered,744,895.81,Bank Transfer
2659,2024-02-22,2024-02-29,Processing,22,1251.45,Debit Card
2660,2023-05-14,2023-05-22,Pending,442,1108.68,Bank Transfer
2661,2023-09-15,2023-09-19,Cancelled,895,251.86,Debit Card
2662,2023-10-26,2023-11-08,Cancelled,161,1805.65,Bank Transfer
2663,2023-10-25,2023-10-28,Processing,413,3953.86,Bank Transfer
2664,2023-12-15,2023-12-26,Processing,301,998.78,Credit Card
2665,2024-11-15,2024-11-19,Cancelled,387,1573.26,Bank Transfer
2666,2023-10-25,2023-11-05,Pending,984,4082.87,Credit Card
2667,2023-08-20,2023-09-03,Shipped,378,1245.14,PayPal
2668,2023-10-10,2023-10-18,Processing,477,3069.97,Credit Card
2669,2024-11-20,2024-12-04,Delivered,39,1484.0,Credit Card
2670,2023-10-26,2023-11-01,Processing,939,1119.86,Bank Transfer
2671,2023-07-18,2023-07-29,Delivered,602,1609.62,Credit Card
2672,2024-02-09,2024-02-23,Processing,827,750.01,Credit Card
2673,2023-04-03,2023-04-07,Pending,466,2654.75,Credit Card
2674,2024-07-11,2024-07-14,Pending,1000,1033.16,Credit Card
2675,2024-10-08,2024-10-21,Processing,505,1123.07,Debit Card
2676,2024-10-21,2024-10-29,Processing,41,4417.79,Credit Card
2677,2023-03-20,2023-03-24,Pending,780,2549.19,Bank Transfer
2678,2024-02-03,2024-02-07,Cancelled,984,2528.38,Debit Card
2679,2024-07-19,2024-08-02,Pending,914,91.49,PayPal
2680,2023-08-02,2023-08-05,Shipped,601,578.39,Debit Card
2681,2023-04-25,2023-05-06,Processing,858,3006.12,Credit Card
2682,2023-09-08,2023-09-22,Cancelled,342,2387.75,Debit Card
2683,2023-09-28,2023-10-12,Delivered,843,4896.06,Credit Card
2684,2024-03-01,2024-03-04,Pending,697,1107.82,Bank Transfer
2685,2024-09-16,2024-09-24,Processing,908,336.83,Bank Transfer
2686,2024-09-10,2024-09-14,Shipped,892,2653.51,Bank Transfer
2687,2023-04-22,2023-05-03,Delivered,232,1195.18,Debit Card
2688,2023-12-18,2023-12-21,Pending,143,3794.78,Debit Card
2689,2023-07-19,2023-07-24,Processing,965,1117.15,PayPal
2690,2023-03-17,2023-03-23,Cancelled,282,1709.2,Debit Card
2691,2023-03-20,2023-03-24,Delivered,957,230.59,Bank Transfer
2692,2023-05-14,2023-05-25,Pending,418,4706.31,Credit Card
2693,2024-01-11,2024-01-24,Shipped,797,3970.56,PayPal
2694,2024-05-19,2024-05-28,Cancelled,446,4833.13,Credit Card
2695,2024-06-15,2024-06-29,Shipped,120,3744.4,Debit Card
2696,2023-01-19,2023-01-22,Processing,896,4951.78,PayPal
2697,2024-01-05,2024-01-14,Cancelled,906,3056.77,Credit Card
2698,2024-01-31,2024-02-05,Cancelled,75,1635.87,PayPal
2699,2023-04-13,2023-04-18,Processing,261,4492.59,Bank Transfer
2700,2023-02-23,2023-03-04,Pending,564,957.85,Credit Card
2701,2024-05-12,2024-05-25,Cancelled,435,3827.11,PayPal
2702,2024-09-28,2024-10-04,Pending,852,1355.73,Credit Card
2703,2023-04-29,2023-05-05,Delivered,918,2794.93,Debit Card
2704,2023-07-18,2023-07-26,Delivered,244,2410.59,PayPal
2705,2024-02-22,2024-02-25,Processing,240,3243.42,Credit Card
2706,2023-02-24,2023-02-28,Delivered,463,3470.98,Credit Card
2707,2024-09-12,2024-09-15,Pending,378,4966.29,Credit Card
2708,2023-10-24,2023-10-31,Pending,187,4678.06,Debit Card
2709,2023-09-19,2023-10-01,Processing,413,3793.28,Debit Card
2710,2024-10-01,2024-10-13,Cancelled,891,3913.57,Bank Transfer
2711,2024-07-19,2024-08-01,Pending,778,3021.54,Debit Card
2712,2023-04-02,2023-04-13,Delivered,149,2699.56,Bank Transfer
2713,2024-08-16,2024-08-25,Pending,255,777.31,Credit Card
2714,2023-10-29,2023-11-01,Pending,909,1582.49,PayPal
2715,2023-06-29,2023-07-05,Shipped,190,4203.97,PayPal
2716,2023-10-29,2023-11-03,Cancelled,414,2841.38,Credit Card
2717,2024-02-22,2024-03-05,Shipped,572,2391.24,Debit Card
2718,2024-10-17,2024-10-21,Cancelled,783,2117.63,Credit Card
2719,2024-10-19,2024-10-29,Processing,768,1118.74,PayPal
2720,2024-06-16,2024-06-28,Processing,334,3367.23,Bank Transfer
2721,2024-10-27,2024-11-02,Pending,142,3303.43,Credit Card
2722,2023-10-19,2023-10-22,Delivered,984,2066.99,Credit Card
2723,2023-05-26,2023-06-09,Pending,625,2199.03,Credit Card
2724,2024-07-16,2024-07-21,Cancelled,605,3827.37,PayPal
2725,2024-03-20,2024-04-02,Delivered,96,3928.82,Debit Card
2726,2024-08-09,2024-08-18,Delivered,417,3170.25,PayPal
2727,2023-01-16,2023-01-27,Cancelled,829,2158.47,PayPal
2728,2023-07-14,2023-07-25,Delivered,586,1717.42,Credit Card
2729,2023-09-15,2023-09-21,Delivered,409,2730.27,PayPal
2730,2024-08-24,2024-08-31,Pending,279,3148.9,Credit Card
2731,2023-01-31,2023-02-05,Cancelled,771,1157.49,Credit Card
2732,2024-11-14,2024-11-25,Cancelled,615,1983.83,Debit Card
2733,2023-03-06,2023-03-09,Shipped,854,4899.27,Debit Card
2734,2024-05-30,2024-06-05,Shipped,84,3358.16,Bank Transfer
2735,2023-01-27,2023-01-30,Shipped,385,2662.67,Bank Transfer
2736,2023-03-24,2023-03-31,Pending,75,4296.29,Bank Transfer
2737,2023-02-25,2023-03-07,Cancelled,793,927.09,PayPal
2738,2024-08-19,2024-08-29,Cancelled,643,761.06,Bank Transfer
2739,2023-08-14,2023-08-27,Delivered,277,133.25,Debit Card
2740,2024-03-27,2024-04-06,Pending,289,1984.15,Credit Card
2741,2024-04-04,2024-04-09,Cancelled,782,4321.93,PayPal
2742,2024-09-02,2024-09-07,Delivered,20,2799.55,Credit Card
2743,2024-05-18,2024-06-01,Cancelled,945,1953.14,Credit Card
2744,2023-06-14,2023-06-26,Pending,69,3857.11,Bank Transfer
2745,2023-01-24,2023-02-02,Pending,691,2691.0,Credit Card
2746,2023-07-19,2023-07-25,Processing,465,1198.96,PayPal
2747,2023-11-18,2023-11-26,Processing,208,1756.47,Debit Card
2748,2023-04-22,2023-05-02,Pending,950,441.8,Credit Card
2749,2023-07-29,2023-08-03,Shipped,81,3034.49,Credit Card
2750,2024-01-24,2024-01-28,Processing,769,2138.4,Bank Transfer
2751,2023-05-16,2023-05-26,Cancelled,560,2888.51,Bank Transfer
2752,2024-01-21,2024-01-25,Processing,224,2265.07,Bank Transfer
2753,2023-11-11,2023-11-18,Pending,51,3643.63,PayPal
2754,2024-08-15,2024-08-23,Shipped,145,4327.41,Bank Transfer
2755,2024-06-06,2024-06-09,Shipped,442,1413.19,Credit Card
2756,2023-08-31,2023-09-10,Processing,699,1288.12,Credit Card
2757,2024-02-12,2024-02-22,Pending,111,4642.04,Debit Card
2758,2024-05-26,2024-06-08,Pending,175,4580.09,Credit Card
2759,2023-01-15,2023-01-20,Shipped,900,2483.3,PayPal
2760,2023-04-15,2023-04-28,Processing,268,2621.15,Debit Card
2761,2023-06-25,2023-07-07,Pending,349,3686.01,Debit Card
2762,2024-12-04,2024-12-16,Cancelled,240,3801.5,PayPal
2763,2024-07-06,2024-07-12,Shipped,869,2600.74,Bank Transfer
2764,2024-02-23,2024-02-26,Delivered,235,2883.51,Debit Card
2765,2023-01-24,2023-02-03,Pending,558,3609.96,Debit Card
2766,2024-02-17,2024-03-01,Shipped,465,2417.69,Credit Card
2767,2024-02-17,2024-02-27,Processing,922,2055.17,PayPal
2768,2023-01-16,2023-01-24,Shipped,386,2726.07,Credit Card
2769,2024-11-05,2024-11-10,Processing,230,3164.42,Bank Transfer
2770,2024-11-21,2024-11-26,Shipped,403,3409.8,Bank Transfer
2771,2023-01-16,2023-01-24,Pending,459,4688.44,Bank Transfer
2772,2024-02-19,2024-03-02,Processing,751,410.67,PayPal
2773,2023-03-16,2023-03-28,Processing,336,2860.94,Debit Card
2774,2024-08-31,2024-09-03,Pending,605,2694.58,Bank Transfer
2775,2023-08-29,2023-09-07,Pending,624,2732.2,Credit Card
2776,2023-06-12,2023-06-17,Shipped,872,1687.86,Credit Card
2777,2024-09-11,2024-09-25,Processing,679,4216.73,Debit Card
2778,2024-09-04,2024-09-18,Delivered,520,4846.87,PayPal
2779,2023-11-02,2023-11-14,Delivered,867,3690.35,Credit Card
2780,2024-10-24,2024-10-28,Delivered,356,2286.73,Debit Card
2781,2023-02-06,2023-02-20,Cancelled,94,1816.84,PayPal
2782,2023-08-29,2023-09-09,Cancelled,459,1982.96,PayPal
2783,2024-07-06,2024-07-19,Processing,27,4672.83,Debit Card
2784,2023-10-09,2023-10-18,Shipped,987,3089.42,Debit Card
2785,2024-05-21,2024-06-02,Pending,505,1953.15,PayPal
2786,2024-09-30,2024-10-12,Cancelled,518,2511.27,PayPal
2787,2023-05-13,2023-05-21,Pending,591,1020.96,Credit Card
2788,2024-10-20,2024-10-31,Delivered,698,2645.71,Debit Card
2789,2024-10-20,2024-10-25,Processing,378,306.77,Bank Transfer
2790,2023-01-31,2023-02-13,Delivered,774,4972.64,Debit Card
2791,2024-09-26,2024-10-04,Cancelled,583,239.66,Credit Card
2792,2023-06-21,2023-06-28,Pending,181,3902.98,Bank Transfer
2793,2024-01-19,2024-01-26,Delivered,187,4674.44,Debit Card
2794,2024-04-16,2024-04-28,Cancelled,201,744.75,Bank Transfer
2795,2023-07-10,2023-07-23,Processing,650,4760.62,Bank Transfer
2796,2024-02-05,2024-02-11,Processing,560,4804.35,Credit Card
2797,2023-12-15,2023-12-24,Processing,267,444.05,Bank Transfer
2798,2023-07-11,2023-07-22,Delivered,740,4947.44,Debit Card
2799,2023-07-02,2023-07-10,Cancelled,172,4844.71,PayPal
2800,2024-02-18,2024-03-01,Processing,890,3488.26,Bank Transfer
2801,2024-06-26,2024-07-08,Delivered,105,1156.59,Credit Card
2802,2024-07-27,2024-08-10,Cancelled,379,1860.73,Debit Card
2803,2024-06-15,2024-06-22,Cancelled,973,4258.11,Bank Transfer
2804,2023-01-17,2023-01-29,Delivered,775,2464.45,Bank Transfer
2805,2023-09-25,2023-10-01,Shipped,199,1567.77,Credit Card
2806,2024-11-22,2024-12-03,Pending,77,4635.28,Credit Card
2807,2024-05-07,2024-05-19,Cancelled,169,282.1,Bank Transfer
2808,2024-08-18,2024-08-24,Delivered,813,236.57,Bank Transfer
2809,2023-08-04,2023-08-13,Delivered,91,1659.97,Debit Card
2810,2023-04-21,2023-04-29,Delivered,208,580.75,PayPal
2811,2024-01-10,2024-01-22,Processing,838,2126.44,Credit Card
2812,2023-09-01,2023-09-10,Cancelled,872,1620.74,Credit Card
2813,2024-09-27,2024-10-04,Processing,714,4328.08,Credit Card
2814,2023-10-18,2023-10-22,Shipped,795,1801.6,Debit Card
2815,2024-01-28,2024-02-09,Pending,971,4988.09,Debit Card
2816,2024-07-28,2024-07-31,Pending,751,4182.82,Debit Card
2817,2023-01-07,2023-01-14,Delivered,133,1213.3,Bank Transfer
2818,2024-02-16,2024-02-21,Processing,958,1687.92,Debit Card
2819,2024-03-02,2024-03-05,Delivered,885,3875.98,Debit Card
2820,2024-04-05,2024-04-16,Cancelled,287,1528.32,PayPal
2821,2023-05-22,2023-06-01,Delivered,523,1719.56,Bank Transfer
2822,2024-07-08,2024-07-21,Delivered,751,2962.19,Bank Transfer
2823,2023-11-21,2023-12-05,Pending,295,929.99,PayPal
2824,2023-11-08,2023-11-20,Shipped,991,460.74,Debit Card
2825,2023-12-07,2023-12-10,Processing,955,4262.52,Credit Card
2826,2023-02-13,2023-02-18,Delivered,382,3213.87,PayPal
2827,2023-03-16,2023-03-22,Processing,659,4392.99,Credit Card
2828,2023-11-30,2023-12-08,Shipped,214,77.57,Bank Transfer
2829,2024-05-07,2024-05-10,Pending,209,3185.42,Debit Card
2830,2024-07-22,2024-08-05,Processing,699,546.83,Bank Transfer
2831,2023-10-19,2023-10-30,Pending,632,1946.18,Debit Card
2832,2023-05-28,2023-06-07,Processing,434,2272.57,Debit Card
2833,2023-10-27,2023-11-09,Cancelled,154,3747.16,PayPal
2834,2024-01-11,2024-01-22,Processing,942,1875.73,PayPal
2835,2023-03-13,2023-03-24,Processing,825,4077.16,Credit Card
2836,2023-05-17,2023-05-23,Shipped,130,1040.9,PayPal
2837,2024-10-22,2024-10-25,Delivered,640,508.39,Debit Card
2838,2023-01-09,2023-01-13,Pending,251,2106.07,Debit Card
2839,2023-06-13,2023-06-19,Pending,475,1757.79,PayPal
2840,2024-04-27,2024-05-06,Pending,724,481.1,Debit Card
2841,2023-07-01,2023-07-06,Delivered,492,2348.09,Bank Transfer
